,Category,Quote,Tags
1216,arts,"Cunning is the art of concealing our own defects, and discovering other people's weaknesses.","['Cunning', 'Weaknesses']"
1217,happiness,"Happiness is when what you think, what you say, and what you do are in harmony.","['attributed-no-source', 'happiness ']"
1218,success,"I'm an addict, I'm addicted to success. Thankfully, there's no rehab for success.","['Rehab', 'Addict', 'Addicted']"
1219,hope,"'Halal in the Family' will expose a broad audience to some of the realities of being Muslim in America. By using satire, we will encourage people to reconsider their assumptions about Muslims, while providing a balm to those experiencing anti-Muslim bias. I also hope those Uncles and Aunties out there will crack a smile!","['Family', 'Smile', 'Satire']"
1220,humor,"Quite often, intent on conveying how things can go wrong for a culture (science fiction) or an individual (horror) or all of magical creation (fantasy), works of fantastika often preclude comedy, because humor gets in the way of messages of doom or struggle.","['Science', 'Culture', 'Struggle']"
1221,life,Life is too short for long-term grudges.,"['Short', 'Grudges']"
1222,love,Love is... never asking for more than you are prepared to give.,"['Prepared', 'Asking']"
1223,arts,"Courtesy is a silver lining around the dark clouds of civilization; it is the best part of refinement and in many ways, an art of heroic beauty in the vast gallery of man's cruelty and baseness.","['Best', 'Beauty', 'Dark']"
1224,humor,"Fate is like a strange, unpopular restaurant filled with odd little waiters who bring you things you never asked for and don't always like.","['fate', 'humor', 'simile ']"
1225,success,The secret of your success is determined by your daily agenda.,"['Daily', 'Determined', 'Secret']"
1226,hope,"There is in every child at every stage a new miracle of vigorous unfolding, which constitutes a new hope and a new responsibility for all.","['Child', 'Stage', 'Miracle']"
1227,humor,My uncle worked in emergency wards dealing with people who came in with terrible injuries. He talked about the sketch shows they would put on to lighten the atmosphere. You often find this sense of grim humor in hospitals. The injuries people are suffering are ghastly. You have to laugh at something or you'd otherwise cry.,"['Suffering', 'Injuries', 'Laugh']"
1228,life,The shoe that fits one person pinches another; there is no recipe for living that suits all cases.,"['Living', 'Shoe', 'Suits']"
1229,"friendship,love",The greatest healing therapy is friendship and love.,"['Moving On', 'Healing']"
1230,arts,Art is the most beautiful of all lies.,"['Beautiful', 'Lies']"
1231,humor,"I don't want to be a man,""said Jace. ""I want to be an angst-ridden teenager who can't confront his own inner demons and takes it out verbally on other people instead.""""Well,""said Luke, ""you're doing a fantastic job.","['clary-fray', 'demons', 'growing-up', 'humor', 'jace-wayland', 'luke', 'teenager ']"
1232,success,Part of being a man is learning to take responsibility for your successes and for your failures. You can't go blaming others or being jealous. Seeing somebody else's success as your failure is a cancerous way to live.,"['Learning', 'Failure', 'Jealous']"
1233,"arts,hope","I hope to live all my life for my art, without abandoning my principles one iota.","['Art', 'Life', 'Principles']"
1234,humor,"I'm looking at some comedic horror films because I have often been accused of being too dark. I'm not dark, not compared with 'Saw' or anything like that. So I'm looking at live-action horror films, but not slasher ones - ones that have humor and maybe some social satire.","['Dark', 'Satire', 'Looking']"
1235,life,The only disability in life is a bad attitude.,"['Attitude', 'Disability']"
1236,love,"God proved His love on the Cross. When Christ hung, and bled, and died, it was God saying to the world, 'I love you.'","['Easter', 'God', 'Christ']"
1237,arts,No great art has ever been made without the artist having known danger.,"['Great', 'Artist', 'Danger']"
1238,success,"Challenge is the pathway to engagement and progress in our lives. But not all challenges are created equal. Some challenges make us feel alive, engaged, connected, and fulfilled. Others simply overwhelm us. Knowing the difference as you set bigger and bolder challenges for yourself is critical to your sanity, success, and satisfaction.","['Progress', 'Challenges']"
1239,hope,"Hope begins in the dark, the stubborn hope that if you just show up and try to do the right thing, the dawn will come. You wait and watch and work: you don't give up.","['Work', 'Dark', 'Wait']"
1240,humor,Humor that is edgy is never squeaky clean.,"['Clean', 'Edgy']"
1241,life,Life is a mirror and will reflect back to the thinker what he thinks into it.,"['Reflect', 'Mirror']"
1242,"inspiration,life,love","Your work is going to fill a large part of your life, and the only way to be truly satisfied is to do what you believe is great work. And the only way to do great work is to love what you do. If you haven't found it yet, keep looking. Don't settle. As with all matters of the heart, you'll know when you find it.","['Inspirational', 'Life', 'Work']"
1243,arts,Art is a way to express yourself and through that you can escape a bad situation.,"['Situation', 'Escape', 'Express']"
1244,success,No one succeeds without effort... Those who succeed owe their success to perseverance.,"['Effort', 'Succeed', 'Owe']"
1245,hope,"It would be fun to do a reunion show. I hope we do it some day, but it better be soon. We're all getting on.","['Fun', 'Reunion', 'Soon']"
1246,humor,"Humor is always more interesting when it comes from someone who's had more than, like, five experiences.",['Five']
1247,life,Life is a lot like jazz... it's best when you improvise.,"['Best', 'Jazz', 'Improvise']"
1248,love,"Lord, make me an instrument of thy peace. Where there is hatred, let me sow love.","['Peace', 'Sow', 'Hatred']"
1249,arts,"Some songs you get. Some songs you may not. And I think that's the beauty of art: to question and to ask, to understand the deeper meaning after two or three or four listenings.","['Beauty', 'Meaning', 'Question']"
1250,success,My powers are ordinary. Only my application brings me success.,"['Ordinary', 'Brings', 'Powers']"
1251,hope,"On what rests the hope of the republic? One country, one language, one flag!","['Memorial Day', 'Language', 'Flag']"
1252,humor,"I want everything I do to have humor in it, because it seems to me that all of life has that.","['Life', 'Seems']"
1253,life,Our life is what our thoughts make it.,['Thoughts']
1254,love,"The beauty of a woman must be seen from in her eyes, because that is the doorway to her heart, the place where love resides.","['Beauty', 'Eyes', 'Heart']"
1255,arts,"Cultural confinement takes place when a curator imposes his own limits on an art exhibition, rather than asking an artist to set his limits.","['Limits', 'Artist', 'Rather']"
1256,life,"If you don't know where you're going, any road'll take you there","['life', 'paraphrase-of-lewis-carroll ']"
1257,success,Success is achieved and maintained by those who try and keep trying.,"['Maintained', 'Achieved']"
1258,hope,Posterity! You will never know how much it cost the present generation to preserve your freedom! I hope you will make a good use of it.,"['History', 'Freedom', 'Good']"
1259,humor,"I appreciate humor so much, but I'm actually not a funny girl.","['Funny', 'Girl', 'Appreciate']"
1260,life,Life will always be to a large extent what we ourselves make it.,"['Ourselves', 'Extent']"
1261,"hope,life,love","Infuse your life with action. Don't wait for it to happen. Make it happen. Make your own future. Make your own hope. Make your own love. And whatever your beliefs, honor your creator, not by passively waiting for grace to come down from upon high, but by doing what you can to make grace happen... yourself, right now, right down here on Earth.","['Motivational', 'Life', 'Hope']"
1262,arts,Nature is the art of God.,"['Nature', 'God']"
1263,"happiness,knowledge,science","The Seven Social Sins are: Wealth without work. Pleasure without conscience. Knowledge without character. Commerce without morality. Science without humanity. Worship without sacrifice. Politics without principle.From a sermon given by Frederick Lewis Donaldson in Westminster Abbey, London, on March 20, 1925.","['character', 'commerce', 'conscience', 'happiness', 'humanity', 'knowledge', 'misattributed-to-gandhi', 'money', 'morality', 'pleasure', 'politics', 'principle', 'sacrifice', 'science', 'sin', 'sins', 'wealth', 'work', 'worship ']"
1264,success,The secret of success is sincerity.,"['Secret', 'Sincerity']"
1265,hope,"Where I am today... I still have my ups and downs, but I take it one day at a time and I just hope that I can be the best that I can possibly be, not only for myself, but also young people that are out there today that need someone to look up to.","['Best', 'Time', 'Today']"
1266,humor,"Ad agencies do all kinds of market research that ask people what they think they want, and instead, you should be creating things that you want. If you do something and you get it, the rest of the world will get it, too. Trust your own instincts, your own intellect, and your own sense of humor.","['Trust', 'Research', 'Creating']"
1267,life,"Once you bring life into the world, you must protect it. We must protect it by changing the world.","['Bring', 'Protect']"
1268,"life,love","There is only one happiness in this life, to love and be loved.","['Happiness', 'Life', 'Loved']"
1269,arts,I think most of the people involved in any art always secretly wonder whether they are really there because they're good or there because they're lucky.,"['Good', 'Lucky', 'Wonder']"
1270,love,Love is needing someone. Love is putting up with someone's bad qualities because they somehow complete you.,['love ']
1271,success,Failure is success if we learn from it.,"['Failure', 'Learn']"
1272,"arts,hope","Professionalism in art has this difficulty: To be professional is to be dependable, to be dependable is to be predictable, and predictability is esthetically boring - an anti-virtue in a field where we hope to be astonished and startled and at some deep level refreshed.","['Art', 'Deep', 'Boring']"
1273,humor,My fans have great senses of humor and eat too much chocolate.,"['Great', 'Chocolate', 'Eat']"
1274,life,A person will sometimes devote all his life to the development of one part of his body - the wishbone.,"['Body', 'Devote', 'Wishbone']"
1275,"life,love",Life is a song - sing it. Life is a game - play it. Life is a challenge - meet it. Life is a dream - realize it. Life is a sacrifice - offer it. Life is love - enjoy it.,"['Life', 'Meet', 'Dream']"
1276,arts,"I think it's the pain and suffering that drive you to become an artist. The art itself should be the pain, sort of exorcising every demon and making you feel like you're a person that matters.","['Pain', 'Suffering', 'Artist']"
1277,success,It's our nature: Human beings like success but they hate successful people.,"['Nature', 'Hate', 'Successful']"
1278,hope,Hope is the only good that is common to all men; those who have nothing else possess hope still.,"['Good', 'Men', 'Common']"
1279,humor,"Short fiction is like low relief. And if your story has no humor in it, then you're trying to look at something in the pitch dark. With the light of humor, it throws what you're writing into relief so that you can actually see it.","['Light', 'Dark', 'Short']"
1280,life,All life is an experiment. The more experiments you make the better.,['Experiment']
1281,love,The love of family and the admiration of friends is much more important than wealth and privilege.,"['Family', 'Wealth']"
1282,arts,Translation is the art of failure.,['Failure']
1283,success,All men's gains are the fruit of venturing.,"['Men', 'Fruit', 'Gains']"
1284,hope,"Over the years I've learned how to lock myself up in a prison of hope, knowing that God has nothing but His best planned for me. He promised me things concerning my ministry and my life.","['Life', 'Best', 'God']"
1285,humor,"There are two MFA programs here at the University of Texas, and I read on the jury of both of them. And it's amazing to me how many really talented young writers seem to fear humor.","['Fear', 'Amazing', 'Texas']"
1286,"arts,life",All the art of living lies in a fine mingling of letting go and holding on.,"['Art', 'Living', 'Fine']"
1287,"friendship,love",Love is the only force capable of transforming an enemy into friend.,"['Friendship', 'Capable']"
1288,arts,"Thought is more important than art. To revere art and have no understanding of the process that forces it into existence, is finally not even to understand what art is.","['Process', 'Understand']"
1289,"wisdom,knowledge",The only true wisdom is in knowing you know nothing.,"['knowledge', 'wisdom ']"
1290,success,Sometimes I worry about being a success in a mediocre world.,"['Worry', 'Mediocre']"
1291,hope,"It is in the admission of ignorance and the admission of uncertainty that there is a hope for the continuous motion of human beings in some direction that doesn't get confined, permanently blocked, as it has so many times before in various periods in the history of man.","['History', 'Ignorance']"
1292,humor,"I'm going to do a lot of weird stuff that's not going to be like me prancing around like an insane 12-year-old. I showed everybody that side of me and I think it's time to do different stuff, even when it comes down to the type of humor. I want to do some drier, weirder stuff.","['Time', 'Weird', 'Insane']"
1293,life,"To live is to change, and to be perfect is to have changed often.","['Change', 'Perfect']"
1294,love,"A birthday is just another day where you go to work and people give you love. Age is just a state of mind, and you are as old as you think you are. You have to count your blessings and be happy.","['Birthday', 'Work', 'Age']"
1295,arts,"Advertising is fundamentally persuasion and persuasion happens to be not a science, but an art.","['Science', 'Happens', 'Persuasion']"
1296,success,It's not enough that I should succeed - others should fail.,"['Succeed', 'Fail', 'Others']"
1297,hope,"If it is nothingness that awaits us, let us make an injustice of it; let us fight against destiny, even though without hope of victory.","['Destiny', 'Fight', 'Victory']"
1298,humor,Conservative humor is frankly harder than liberal humor. You get points for just being liberal. You can get more points if you make fun of your own side sometimes.,"['Fun', 'Liberal', 'Side']"
1299,life,No man is a failure who is enjoying life.,"['Failure', 'Enjoying']"
1300,"love,success","Don't aim for success if you want it; just do what you love and believe in, and it will come naturally.","['Success', 'Aim']"
1301,arts,American art in general... takes to surreal exaggerations and metaphors; but its Puritan work ethic has little use for the playful self-indulgence behind Parisian Surrealism.,"['Work', 'Behind', 'Playful']"
1302,success,"The one phrase you can use is that success has a thousand fathers, and failure is an orphan.","['Failure', 'Orphan', 'Thousand']"
1303,hope,"I'm still like a butterfly going from one job to another job. But it's quite lovely - I hope to keep this freedom, to have fun.","['Freedom', 'Butterfly', 'Fun']"
1304,humor,"The way humor's usually used in horror, it's as a pressure-release valve; without it, the drama would escalate out of all control almost immediately.","['Control', 'Drama', 'Horror']"
1305,life,"What is important in life is life, and not the result of life.",['Result']
1306,love,"Love myself I do. Not everything, but I love the good as well as the bad. I love my crazy lifestyle, and I love my hard discipline. I love my freedom of speech and the way my eyes get dark when I'm tired. I love that I have learned to trust people with my heart, even if it will get broken. I am proud of everything that I am and will become.","['Trust', 'Freedom', 'Good']"
1307,arts,"I'm into sincerity in music and sincerity in art. If it doesn't feel true, I don't want to do it. Things that are too dramatic scare me. I think that's why I don't always fit into the world of performing arts.","['Music', 'True', 'Arts']"
1308,success,Obedience is the mother of success and is wedded to safety.,"['Obedience', 'Mother', 'Safety']"
1309,hope,"Hope and purpose in this world is living as best as you can and maybe having life that gives back. But simply giving back isn't purpose; it's a branch of purpose, but it is not the trunk or root of the tree.","['Life', 'Best', 'Giving']"
1310,humor,I think Canadian humor is a little less broad than American humor.,"['Less', 'Broad', 'Canadian']"
1311,life,"I slept and dreamt that life was joy. I awoke and saw that life was service. I acted and behold, service was joy.","['Service', 'Joy', 'Behold']"
1312,love,Darkness cannot drive out darkness; only light can do that. Hate cannot drive out hate; only love can do that.,"['Forgiveness', 'Darkness', 'Hate']"
1313,arts,"Art has a double visage: it looks before and after. Romance is its forward-looking face. The germ of growth is in romanticism. Formalism, on the other hand, consolidates tradition; gleans what has been gained and makes it facile to the hand or the mind; economizes the energy of genius.","['Growth', 'Energy', 'Genius']"
1314,success,The one thing that I know is that you win with good people.,"['Good', 'Win']"
1315,hope,I hope for the day when everyone can speak again of God without embarrassment.,"['God', 'Speak', 'Again']"
1316,humor,"I think the Canadian sense of humor is dryer than America's and juicier than Britain's. I think it's a cross between the two of them, really.","['Cross', 'Canadian', 'Britain']"
1317,life,Nobody got where they are today by living for tomorrow.,"['Today', 'Tomorrow']"
1318,love,"If you love someone, set them free. If they come back they're yours; if they don't they never were.","['Relationship', 'Free']"
1319,arts,The art of medicine was to be properly learned only from its practice and its exercise.,"['Medical', 'Practice', 'Medicine']"
1320,success,The victor belongs to the spoils.,"['Victor', 'Belongs', 'Spoils']"
1321,"hope,success","I'm hopeful. I know there is a lot of ambition in Washington, obviously. But I hope the ambitious realize that they are more likely to succeed with success as opposed to failure.","['Success', 'Failure', 'Ambition']"
1322,humor,Any good humor is sophomoric. 'Sophomoric' is the liberal word for funny.,"['Funny', 'Good', 'Liberal']"
1323,life,"A life spent making mistakes is not only more honorable, but more useful than a life spent doing nothing.","['Mistakes', 'Useful', 'Honorable']"
1324,love,"There is only one secure foundation: a genuine, deep relationship with Jesus Christ, which will carry you through any and all turmoil. No matter what storms are raging all around, you'll stand firm if you stand on His love.","['Easter', 'Deep', 'Foundation']"
1325,arts,"Every great work of art has two faces, one toward its own time and one toward the future, toward eternity.","['Work', 'Time', 'Future']"
1326,success,"Success is the progressive realization of predetermined, worthwhile, personal goals.","['Goals', 'Personal', 'Worthwhile']"
1327,hope,"I did nothing to deserve God's love; in fact, I was living as an orphan, without hope. Yet God chose to pursue a relationship with me, and through the death of his son Jesus, I was adopted into God's family.","['Love', 'Family', 'Death']"
1328,humor,"For the most part, comedians are pretty friendly with each other. They always say they badmouth each other, but most of the time, they're friends. We're the only ones that can really stand our type of humor.","['Time', 'Stand', 'Friendly']"
1329,life,We can't plan life. All we can do is be available for it.,"['Plan', 'Available']"
1330,"life,love","I have found that if you love life, life will love you back.","['Life', 'Found']"
1331,arts,"Some people have been kind enough to call me a fine artist. I've always called myself an illustrator. I'm not sure what the difference is. All I know is that whatever type of work I do, I try to give it my very best. Art has been my life.","['Life', 'Work', 'Best']"
1332,success,"Whatever success I may have attained is due to the fact that since I was old enough to work at all, my ambition has never deserted me.","['Work', 'Ambition', 'Fact']"
1333,hope,"It is true that power corrupts. The hope at the polling stations and the actions of the elected representatives, unfortunately, often turn to be opposite. The power of ballot turns into the power of wallet. Some law-makers become law-breakers.","['Power', 'True', 'Actions']"
1334,humor,"Religious humor is not really my area, so I probably wouldn't do anything about that, or politics or something.","['Politics', 'Religious', 'Area']"
1335,life,"If you truly believe in the value of life, you care about all of the weakest and most vulnerable members of society.","['Society', 'Weakest', 'Care']"
1336,love,There is always some madness in love. But there is also always some reason in madness.,"['Relationship', 'Reason']"
1337,arts,"Because it's so easy to medicate our need for self-worth by pandering to win followers, 'likes' and view counts, social media have become the metier of choice for many people who might otherwise channel that energy into books, music or art - or even into their own Web ventures.","['Music', 'Win', 'Media']"
1338,truth,I am not pretty. I am not beautiful. I am as radiant as the sun.,['truth ']
1339,success,Success seems to be largely a matter of hanging on after others have let go.,"['Others', 'Matter', 'Hanging']"
1340,"hope,love",A very small degree of hope is sufficient to cause the birth of love.,"['Love', 'Small', 'Birth']"
1341,humor,"I wish I could be as thin as Jessica Simpson. I think she looks gorgeous! I have had Jessica on my show several times, and I can tell you that girl is genuine and funny with a great self-deprecating sense of humor.","['Funny', 'Great', 'Girl']"
1342,life,"A lot of life is dealing with your curse, dealing with the cards you were given that aren't so nice. Does it make you into a monster, or can you temper it in some way, or accept it and go in some other direction?","['Direction', 'Nice', 'Cards']"
1343,love,"When you arise in the morning, think of what a precious privilege it is to be alive - to breathe, to think, to enjoy, to love.","['Morning', 'Enjoy', 'Alive']"
1344,arts,"I'm not really sure what social message my art carries, if any. And I don't really want it to carry one. I'm not interested in the subject matter to try to teach society anything, or to try to better our world in any way.","['Society', 'Teach', 'Matter']"
1345,success,There is no substitute for victory.,"['Victory', 'Substitute']"
1346,hope,I hope the fans have enjoyed listening as much as I've enjoyed doing the games. I don't ever go to the park where I don't have a good day. I don't like losing. But I don't think I ever go to the park where I have a bad day. I don't think once.,"['Good', 'Listening', 'Losing']"
1347,humor,"After spending 460 days as a hostage, I did emerge a fundamentally changed person. But I think, like everyone does as they grow older and probably wiser, I can look back at my earlier life - my history, my mistakes, the joy I felt as a young woman traveling the world - with some objectivity and even some humor.","['Life', 'History', 'Mistakes']"
1348,life,"I think the best thing for you to do is just live your life. Live a life that's worth living, one where you do what you want to do, pursue your passions. That way, if you meet someone, they'll be joining a life that's already really good.","['Best', 'Good', 'Living']"
1349,love,"Love all, trust a few, do wrong to none.","['Trust', 'Wrong', 'Few']"
1350,arts,"Everyone in those days expected that art students were wild, licentious characters. We didn't know how to be, but we sure were anxious to learn.","['Learn', 'Wild', 'Students']"
1351,success,How can they say my life is not a success? Have I not for more than sixty years got enough to eat and escaped being eaten?,"['Life', 'Eat', 'Sixty']"
1352,hope,The point about hope is that it is something that occurs in very dark moments. It is like a flame in the darkness; it isn't like a confidence and a promise.,"['Confidence', 'Darkness', 'Dark']"
1353,humor,"I did the 'Bionic Woman,' which of course had a lot of humor in it, and that was really a function of a lot of the ad-libbing and the things that I did in it.","['Woman', 'Function', 'Course']"
1354,life,"I try to show the public that chemistry, biology, physics, astrophysics is life. It is not some separate subject that you have to be pulled into a corner to be taught about.","['Biology', 'Chemistry', 'Physics']"
1355,"life,love","God wants us to know that life is a series of beginnings, not endings. Just as graduations are not terminations, but commencements. Creation is an ongoing process, and when we create a perfect world where love and compassion are shared by all, suffering will cease.","['Graduation', 'Life', 'God']"
1356,arts,I am an artisan. I only became an artist when people watch what I do. That is when it becomes art.,"['Artist', 'Watch', 'Artisan']"
1357,success,Diligence is the mother of good fortune.,"['Good', 'Diligence', 'Mother']"
1358,hope,It is only by not paying one's bills that one can hope to live in the memory of the commercial classes.,"['Memory', 'Bills', 'Classes']"
1359,humor,"I've always had a sick sense of humor, and I've always wanted that to permeate the music because I don't take myself seriously. I take the music seriously, but I know I'm not God's gift to anyone except my mom.","['Music', 'God', 'Mom']"
1360,"life,love","No, there's nothing half so sweet in life as love's young dream.","['Love', 'Dream', 'Sweet']"
1361,"life,love",The good life is one inspired by love and guided by knowledge.,"['Life', 'Knowledge', 'Good']"
1362,arts,"Making sushi is an art, and experience is everything.","['Experience', 'Sushi']"
1363,success,"In order to succeed you must fail, so that you know what not to do the next time.","['Time', 'Fail', 'Succeed']"
1364,hope,"People are basically the same the world over. Everybody wants the same things - to be happy, to be healthy, to be at least reasonably prosperous, and to be secure. They want friends, peace of mind, good family relationships, and hope that tomorrow is going to be even better than today.","['Family', 'Good', 'Peace']"
1365,humor,"Since I became a knitting humor writer, I seem to be understood a little better - at least for the purposes of social discourse.","['Writer', 'Social', 'Knitting']"
1366,life,"A lot of my life happened in great, wonderful bursts of good fortune, and then I would race to be worthy of it.","['Good', 'Great', 'Race']"
1367,love,"Mama was my greatest teacher, a teacher of compassion, love and fearlessness. If love is sweet as a flower, then my mother is that sweet flower of love.","[""Mother's Day"", 'Teacher']"
1368,arts,Life is an illusion. I am held together in the nothingness by art.,"['Life', 'Together', 'Illusion']"
1369,"life,humor,god","All God does is watch us and kill us when we get boring. We must never, ever be boring.","['god', 'humor', 'life ']"
1370,success,Don't confuse fame with success. Madonna is one; Helen Keller is the other.,"['Fame', 'Confuse', 'Keller']"
1371,hope,"I would describe myself as emotional and highly strung. If something upsets me, it really upsets me. If something makes me angry, I get really angry. But it's all very upfront. I can't hide it. I'm also loyal and I hope I'm fun.","['Fun', 'Angry', 'Emotional']"
1372,humor,"Jerry Seinfeld is amazing in many ways, not the least of them his ability to find humor, and convincing us to find it, too, in the million-and-two details about modern life that under different circumstances might send us into paroxysms of rage.","['Life', 'Amazing', 'Details']"
1373,life,Self-respect permeates every aspect of your life.,['Aspect']
1374,"friendship,love","Friends show their love in times of trouble, not in happiness.","['Friendship', 'Trouble']"
1375,arts,At no point do I wish to be in conflict with any man or masculine thought. It doesn't enter my consciousness. Art is anonymous. It's not competitive with men. It's a complementary contribution.,"['Men', 'Conflict', 'Wish']"
1376,books,A children's story that can only be enjoyed by children is not a good children's story in the slightest.,"['books', 'children-s-books', 'reading ']"
1377,"life,philosophy",How wonderful it is that nobody need wait a single moment before starting to improve the world.,"['activism', 'life', 'optimism', 'philosophy', 'world ']"
1378,success,Can you imagine what I would do if I could do all I can?,['Imagine']
1379,hope,"Love, hope, fear, faith - these make humanity; These are its sign and note and character.","['Faith', 'Love', 'Fear']"
1380,humor,"Any film which views the darker side of life, which is death with a sense of humor, is very much to my taste.","['Life', 'Death', 'Taste']"
1381,life,"No man has a right to expect to succeed in life unless he understands his business, and nobody can understand his business thoroughly unless he learns it by personal application and experience.","['Business', 'Experience']"
1382,love,"The more often we see the things around us - even the beautiful and wonderful things - the more they become invisible to us. That is why we often take for granted the beauty of this world: the flowers, the trees, the birds, the clouds - even those we love. Because we see things so often, we see them less and less.","['Beauty', 'Beautiful', 'Flowers']"
1383,arts,"Art and nature shall always be wrestling until they eventually conquer one another so that the victory is the same stroke and line: that which is conquered, conquers at the same time.","['Nature', 'Time', 'Victory']"
1384,success,Success is the one unpardonable sin against our fellows.,"['Sin', 'Against', 'Fellows']"
1385,hope,The most insignificant people are the most apt to sneer at others. They are safe from reprisals. And have no hope of rising in their own self esteem but by lowering their neighbors.,"['Self', 'Others', 'Neighbors']"
1386,humor,I wish there were more humor in my work than I see in it.,"['Work', 'Wish']"
1387,life,To kind of go through life not caring is a spectacular attribute. It's one I wish I had.,"['Caring', 'Wish', 'Attribute']"
1388,love,"Beauty is when you can appreciate yourself. When you love yourself, that's when you're most beautiful.","['Beauty', 'Appreciate']"
1389,arts,"Art is individualism, and individualism is a disturbing and disintegrating force.","['Force', 'Disturbing']"
1390,writing,"If you don't have time to read, you don't have the time (or the tools) to write. Simple as that.","['reading', 'writing ']"
1391,success,Those who have succeeded at anything and don't mention luck are kidding themselves.,"['Luck', 'Themselves', 'Succeeded']"
1392,hope,"The Worldly Hope men set their Hearts upon Turns Ashes - or it prospers; and anon, Like Snow upon the Desert's dusty Face, Lighting a little hour or two - is gone.","['Men', 'Desert', 'Snow']"
1393,humor,"Even as a kid I was never the generator of humor, but I always knew who was funny, who to hang out with.","['Funny', 'Kid', 'Hang']"
1394,life,"The contemplative life is often miserable. One must act more, think less, and not watch oneself live.","['Miserable', 'Act', 'Watch']"
1395,"love,success","Success is no accident. It is hard work, perseverance, learning, studying, sacrifice and most of all, love of what you are doing or learning to do.","['Success', 'Work', 'Learning']"
1396,arts,"Bad people are, from the point of view of art, fascinating studies. They represent colour, variety and strangeness. Good people exasperate one's reason; bad people stir one's imagination.","['Good', 'Reason', 'View']"
1397,inspiration,"Nothing is impossible, the word itself says 'I'm possible'!","['attributed-no-source', 'inspirational ']"
1398,success,"After I won the Oscar, my salary doubled, my friends tripled, my children became more popular at school, my butcher made a pass at me, and my maid hit me up for a raise.","['Oscar', 'Salary', 'Popular']"
1399,hope,I love my daddy. My daddy's everything. I hope I can find a man that will treat me as good as my dad.,"['Love', 'Good', 'Dad']"
1400,humor,"I try to find humor in everything I do, because I think all great plays - even great tragedies - have enormous humor in them.","['Great', 'Enormous', 'Plays']"
1401,"arts,life","I collect art, and I drink wine... things that I like that I had never been exposed to. But I never said, 'I'm going to buy art to impress this crowd.' That's just ridiculous to me. I don't live my life like that, because how could you be happy with yourself?","['Art', 'Happy', 'Wine']"
1402,love,"I am good, but not an angel. I do sin, but I am not the devil. I am just a small girl in a big world trying to find someone to love.","['Good', 'Girl', 'Small']"
1403,arts,"Art, as far as it is able, follows nature, as a pupil imitates his master; thus your art must be, as it were, God's grandchild.","['Nature', 'God', 'Master']"
1404,poetry,Music expresses that which cannot be put into words and that which cannot remain silent,"['literature', 'music', 'poetry ']"
1405,"love,relationship,romance","I no longer believed in the idea of soul mates, or love at first sight. But I was beginning to believe that a very few times in your life, if you were lucky, you might meet someone who was exactly right for you. Not because he was perfect, or because you were, but because your combined flaws were arranged in a way that allowed two separate beings to hinge together.","['love', 'relationships', 'romance ']"
1406,humor,"Give a man a fire and he's warm for a day, but set fire to him and he's warm for the rest of his life.","['humor', 'proverb ']"
1407,success,Nothing succeeds like success.,['Succeeds']
1408,hope,An athlete cannot run with money in his pockets. He must run with hope in his heart and dreams in his head.,"['Money', 'Dreams', 'Heart']"
1409,humor,"I always felt different as a kid, and the Kinks were like, 'Yeah, we're the Kinks.' Celebrate your difference; don't be afraid of your sense of humor, or your personality, or who you are. It emboldened me.","['Celebrate', 'Afraid']"
1410,"life,success",I can't imagine a person becoming a success who doesn't give this game of life everything he's got.,"['Success', 'Game', 'Imagine']"
1411,love,"Happiness cannot be traveled to, owned, earned, worn or consumed. Happiness is the spiritual experience of living every minute with love, grace, and gratitude.","['Happiness', 'Experience']"
1412,arts,"What strikes me is the fact that in our society, art has become something which is only related to objects, and not to individuals, or to life.","['Life', 'Society', 'Fact']"
1413,success,I don't think about financial success as the measurement of my success.,['Financial']
1414,hope,"On every birthday, I ask my wife, 'What would you like this year?' and her instant reply is, 'Diamonds! Diamonds! Diamonds!' I'm always living in hope that one day she'll say she just wants me!","['Birthday', 'Wife', 'Living']"
1415,humor,"I have wit in my work and a sense of humor, but I do not use irony in any way.","['Work', 'Irony', 'Wit']"
1416,life,It's taken me all my life to learn what not to play.,"['Learn', 'Taken']"
1417,"hope,love","The great gift of Easter is hope - Christian hope which makes us have that confidence in God, in his ultimate triumph, and in his goodness and love, which nothing can shake.","['Easter', 'Hope', 'God']"
1418,arts,Art is the symbol of the two noblest human efforts: to construct and to refrain from destruction.,"['Refrain', 'Construct', 'Efforts']"
1419,love,"Love is patient, love is kind. It does not envy, it does not boast, it is not proud. It is not rude, it is not self-seeking, it is not easily angered, it keeps no record of wrongs. Love does not delight in evil but rejoices with the truth. It always protects, always trusts, always hopes, always perseveres.","['bible', 'love ']"
1420,"life,humor","This life’s hard, but it’s harder if you’re stupid.","['humor', 'life', 'misattributed-john-wayne ']"
1421,success,To know even one life has breathed easier because you have lived. This is to have succeeded.,"['Life', 'Lived', 'Breathed']"
1422,hope,"I hope climate science becomes the big thing. And then what I want is electrical engineers to solve the world's energy problems, energy distribution problems. I want mechanical engineers to make better transportation systems. I want chemical engineers to develop better solar panels, and so on.","['Science', 'Energy', 'Problems']"
1423,humor,"My mother was Irish; she had this great sense of humor, and both my parents loved films. There was a very vibrant discourse about politics and everything that was going on in the world where I grew up. So I was genetically predisposed to go into the performing arts.","['Politics', 'Great', 'Mother']"
